statename,rank,hs6,abbrevation,val2015,val2016,val2017,val2018
Massachusetts,3,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",181.66,596.05,1747.71,1207.94
Massachusetts,4,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC",996.89,1015.45,884.05,1029.01
Massachusetts,5,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",891.9,860.04,963.61,789.12
Massachusetts,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",699.36,566.77,559.44,542.11
Massachusetts,7,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",341.71,364.17,457.69,518.47
Massachusetts,8,842129,FILTER/PURIFY MACHINE & APPARATUS FOR LIQUID NESOI,285.03,333.44,399.33,480.43
Massachusetts,9,851762,MACH FOR RECP/CONVR/TRANS/R,487.49,307.32,361.4,472.47
Massachusetts,10,852610,RADAR APPARATUS,8.31,3.74,483.28,443.93
Massachusetts,11,901819,ELECTRO-DIAGNOSTIC APPARA,346.94,337.29,356.63,417.54
Massachusetts,12,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT, ETC",256.59,297.19,349.72,409.52
Massachusetts,13,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI,386.34,388.58,367.31,360.86
Massachusetts,14,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",445.24,387.99,308.13,348.11
Massachusetts,15,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",240.85,342.2,274.36,326.88
Massachusetts,16,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FO",511.35,566.21,495.11,298.76
Massachusetts,17,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,208.69,218.37,250.03,277.46
Massachusetts,18,901320,"LASERS, OTHER THAN LASER DIODES",125.55,147.75,245.72,244.67
Massachusetts,19,901390,"PTS OF LIQ CRYSTAL DEVICE, LASER&OTH O",106.61,146.09,187.97,239.88
Massachusetts,20,720449,FERROUS WASTE & SCRAP NESOI,132.27,146.57,211.57,239.4
Massachusetts,21,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,256.32,236.59
Massachusetts,22,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI",194.22,195.19,206.37,227.13
Massachusetts,23,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",1.11,0.06,419.63,224.42
Massachusetts,24,902139,"ARTIFICIAL JOINTS & PARTS & ACCESSORIES THEROF,NES",224.13,222.06,180.28,212.23
Massachusetts,25,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE",0,0,99.93,205.33
Maryland,0,0,World,10052.1,9652.84,9317.49,12075.75
Maryland,0,25,Top 25,3764.81,3094.02,3263.11,5660.41
Maryland,1,271111,"NATURAL GAS, LIQUEFIED",0,0,0.03,1155.91
Maryland,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",310.42,340.08,520.53,738.64
Maryland,3,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",337.05,399.45,465.27,466.59
Maryland,4,381519,"SUPPORTED CATALYSTS, NESOI",323.79,275.51,235.54,293.82
Maryland,5,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,809.5,299.79,233.8,261.53
Maryland,6,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",25.59,137.71,100.36,247.24
Maryland,7,750890,"OTHER ARTICLES OF NICKEL, NESOI",1.9,4.88,15.9,220.59
Maryland,8,930690,BOMB MINES OT AMMNTION,28.82,58.29,62.86,217.14
Maryland,9,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",273.61,307.56,215.39,196.06
Maryland,10,880211,HELICOPTERS OF AN UNLADEN WEIGHT NOT OVER 2000 KG,0,0,108.45,181.28
Maryland,11,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION NESOI,26.78,20.82,53.72,167.92
Maryland,12,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",136.68,175.62,191.53,164.7
Maryland,13,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT IN MSRED DOSES",0,0,64.01,159.16
Maryland,14,851762,MACH FOR RECP/CONVR/TRANS/R,357.92,190.7,154.2,140.7
Maryland,15,720449,FERROUS WASTE & SCRAP NESOI,51.66,72.79,61.99,131.91
Maryland,16,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",153.92,138.39,129.94,122.78
Maryland,17,382100,PREPARED CULTURE MEDIA FOR DEVEL OF MICROORGANISMS,110.48,91.35,95.12,99.09
Maryland,18,470710,"WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/PPRBD",54.25,56.13,67.73,94.44
Maryland,19,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESOI,112.99,99.43,108.2,94.02
Maryland,20,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",292.35,170.01,60.11,93.39
Maryland,21,880390,PARTS OF NON-POWERED & POWERED AIRCRAFT ETC,17.67,12.52,16.44,86.99
Maryland,22,870323,PASS VEH SPK-IG INT COM R,215.46,133.36,88.5,84.42
Maryland,23,870380,"MOTOR VEHICLES WITH ONLY ELECTRIC MOTOR, NESOI",0,0,96.34,82.35
Maryland,24,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",69.54,43.24,56.81,82.19
Maryland,25,392690,"ARTICLES OF PLASTICS, NESOI",54.43,66.39,60.37,77.52
Maine,0,0,World,2761.77,2863.23,2711.93,2825.34
Maine,0,25,Top 25,1354.52,1449.7,1727.39,1853.1
Maine,1,30632,"LOBSTERS, LIVE, FRESH,OR CHILLED",0,0,325.44,386.08
Maine,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",266.9,315.32,239.25,254.33
Maine,3,271121,"NATURAL GAS, GASEOUS",92.4,157.09,235.3,243.04
Maine,4,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",229.49,182.18,180.4,164.69
Maine,5,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONCONIF",133.7,110.83,111.66,138.16
Maine,6,481013,"PPR/PBRD FOR WRIT/PRING,CLAY CTD,<=10%MEC FBR,RLS",120.03,116.75,83.85,79.28
Maine,7,440320,"CONIFEROUS WOOD IN THE ROUGH, NOT TREATED",157.39,94.57,79.45,66.64
Maine,8,30214,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CHILLED,19.33,72.71,39.28,58.21
Maine,9,130239,"MUCILAGE & THICKNER W/N MODIFIED,FRM VEG PRD NESOI",7.24,54.47,52.64,55.49
Maine,10,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",50.04,42.44,46.86,47.63
Maine,11,30441,"PACIFIC, ATLANTIC, DANUBE",45.98,52.79,48.38,41.75
Maine,12,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",23.68,25.49,31.49,36.38
Maine,13,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESOI,37.18,35.88,30.14,36.03
Maine,14,470100,MECHANICAL WOODPULP,0.89,9.83,38.43,27.66
Maine,15,160232,"PREPARED OR PRESERVED CHICKEN MEAT OR OFFAL, NESOI",25.82,32.23,35.72,22.78
Maine,16,840690,PARTS FOR STEAM AND OTHER VAPOR TURBINES,1.12,1.17,14.17,22.49
Maine,17,30192,"EELS (ANGUILLA SPP.), LIVE",4.03,14.96,13.48,21.73
Maine,18,440399,"NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TREAT",33.36,31.4,27.22,21.65
Maine,19,440325,440325,0,0,0,21.06
Maine,20,300230,VACCINES FOR VETRINARY MEDICINE,18.46,16.08,15.37,20.32
Maine,21,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI,20.12,15.57,17.39,18.64
Maine,22,381800,"CHEM ELEM DOPED, USED IN ELECT",1.58,1.36,2.2,17.75
Maine,23,930591,PARTS & ACCESSOR. OF MILITARY WEAPONS OF HEAD 9301,36.35,28.35,18.61,17.47
Maine,24,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM THICK",27.51,25.03,25.06,17.16
Maine,25,720449,FERROUS WASTE & SCRAP NESOI,1.91,13.19,15.59,16.69
Michigan,0,0,World,53944.93,54752.2,59870.4,57940.09
Michigan,0,25,Top 25,27267.87,28520.27,31987.6,30138.87
Michigan,1,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MT",3989.8,4698.68,5327.81,4811.64
Michigan,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,3079.34,3521.62,3652.43,3862.38
Michigan,3,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI",3077.45,3318.45,3208.32,2951.08
Michigan,4,870840,GEAR BOXES FOR MOTOR VEHICLES,2273.23,2274.76,2428.73,2582.27
Michigan,5,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI",2250.27,2250.25,3257.91,1996.06
Michigan,6,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE,1040.2,1187.93,1368.23,1760.83
Michigan,7,870323,PASS VEH SPK-IG INT COM R,1189.74,1191.61,1429.59,1605.09
Michigan,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",669.39,724.33,1022.96,1096.47
Michigan,9,700910,REAR-VIEW MIRRORS FOR VEHICLES,943.49,994.67,1112.36,1043.21
Michigan,10,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHICLES,904.34,867.29,902.2,946.81
Michigan,11,271121,"NATURAL GAS, GASEOUS",1233.68,728.39,1312.81,856.44
Michigan,12,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS NESOI,833.62,817.14,829.53,844.07
Michigan,13,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 M",671.94,558.76,577.06,790.56
Michigan,14,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHICLES",751.39,615.2,604.02,604.07
Michigan,15,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,575.98,552.51,532.37,525.9
Michigan,16,391000,"SILICONES, IN PRIMARY FORMS",243.86,331.95,579.16,504.3
Michigan,17,280461,SILICON CONTAIN BY WT NT < 99.99% OF SILICON,549.04,873.79,763.77,498.51
Michigan,18,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ETC)",466.02,559.96,532.85,493.74
Michigan,19,731815,THREADED SCREWS AND BOLTS NESOI OF IRON OR STEEL,343.95,438.66,539.96,383.41
Michigan,20,850760,LITHIUM ION BATTERIES,249.89,378.22,392.37,370.26
Michigan,21,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYCLES,324.12,361.68,343.48,332.52
Michigan,22,870422,MTR VEH TRANS GDS COM-,179.15,171.58,284.98,328.94
Michigan,23,870333,PASS VEH COM-IG INT COM ENG > 2500 CC,871.3,533.48,395.19,319.99
Michigan,24,870810,"BUMPERS AND PARTS, FOR MOTOR VEHICLES",265.5,246.88,261.09,316.14
Michigan,25,392690,"ARTICLES OF PLASTICS, NESOI",291.19,322.47,328.41,314.19
Minnesota,0,0,World,20013.27,19200.34,20691.9,22684.57
Minnesota,0,25,Top 25,5851.06,5579.53,6444.24,7550.14
Minnesota,1,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC",863.87,810.28,796.57,804.55
Minnesota,2,900190,LENSES PRISMS MIRRORS OPTCL E,278.32,207.5,407.97,665.99
Minnesota,3,260112,AGGLOMERATED IRON ORES,120.2,124.85,364.03,567.49
Minnesota,4,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",452.97,489.19,591.89,461.39
Minnesota,5,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",251.2,269,306.04,425.87
Minnesota,6,851762,MACH FOR RECP/CONVR/TRANS/R,332.27,297.37,394.63,403.83
Minnesota,7,391990,"PLATES, SHEETS, FILM ETC, PLASTICS, SELF-ADH NESOI",297.72,293.74,341.53,399
Minnesota,8,842199,FILTER/PURIFY MACHINE & APPARATUS PARTS,412.35,334.04,341.75,374.54
Minnesota,9,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",106.73,108.78,157.47,337.79
Minnesota,10,854290,ELECTRONIC INTEGRATED CIRCUITS AND MCRSSMBLS PARTS,347.76,331.5,325.58,301.42
Minnesota,11,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSORIES,297.33,291.89,273.35,279.37
Minnesota,12,870310,PASS VEH FOR SNOW; GOLF CARTS & SIMILAR VEHICLES,269.28,217.44,220.77,237.35
Minnesota,13,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,101.11,218.38
Minnesota,14,901819,ELECTRO-DIAGNOSTIC APPARA,170.93,187.05,177.85,214.9
Minnesota,15,392690,"ARTICLES OF PLASTICS, NESOI",139.76,158.57,166.81,203.22
Minnesota,16,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",181.71,186.89,163.65,193.23
Minnesota,17,870590,"SPECIAL PURPOSE VEHICLES, NESOI",106.29,119.77,144.97,176.01
Minnesota,18,902620,"INST & APPRTS, MEASURING/CHECKING PRESSURE",170.33,142.26,153.14,172.99
Minnesota,19,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESOI,136.58,138.67,137.61,165.99
Minnesota,20,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH NESOI",129.24,130.48,119.33,165.74
Minnesota,21,903141,OPTICAL INST FOR INSPECTING,140.34,128.25,162.12,164.43
Minnesota,22,120190,"SOYBEANS, NESOI",174.08,188.32,162.33,160.23
Minnesota,23,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETAIL PK",127.88,141.66,151.42,155.77
Minnesota,24,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",178.31,147.19,136.25,153.48
Minnesota,25,842420,SPRAY GUNS AND SIMILAR APPLIANCES,165.62,134.85,146.08,147.19
Missouri,0,0,World,13646.63,13934.57,14206.2,14499.77
Missouri,0,25,Top 25,5280.43,6191.5,6510.84,6267.57
Missouri,1,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MT",1155.84,1542.94,1755.25,1827.06
Missouri,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",685.82,1327.77,797.25,776.99
Missouri,3,871150,"MOTORCYCLES, CYCL,EXCD 800 CC",237.55,335.38,349.78,368.29
Missouri,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",231.98,231.74,247.67,263.93
Missouri,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",262.11,273.42,242.16,199.17
Missouri,6,260700,LEAD ORES AND CONCENTRATES,0,110.48,154.12,197.59
Missouri,7,740319,UNWROUGHT REFINED COPPER NESOI,118.01,64.6,199.7,195.38
Missouri,8,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",110.71,123.64,186.95,190.87
Missouri,9,300230,VACCINES FOR VETRINARY MEDICINE,336.53,318.68,207.81,176.61
Missouri,10,930690,BOMB MINES OT AMMNTION,191.9,161.01,227.29,163.22
Missouri,11,20329,"MEAT OF SWINE, NESOI, FROZEN",112.91,111.96,160.1,161.24
Missouri,12,210690,FOOD PREPARATIONS NESOI,173.56,165.38,134.72,158.9
Missouri,13,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET STAT",204.63,173.5,185.8,155.06
Missouri,14,120190,"SOYBEANS, NESOI",164.37,215.4,190.68,150.37
Missouri,15,380892,"FUNGICIDES, EXC THOSE SPECIFIED IN SUBHEAD. NOTE 1",143.98,80.19,125.08,145.6
Missouri,16,220300,BEER MADE FROM MALT,146.51,131.01,114.57,137.95
Missouri,17,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",126.29,141.76,144.76,135.52
Missouri,18,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,156.39,128.8,230.42,135.22
Missouri,19,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 M",58.4,82.48,130.05,126.65
Missouri,20,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG. NES",60.98,77.61,127.33,114.31
Missouri,21,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",98.81,92.97,104.65,107.14
Missouri,22,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",73.03,85.65,102.99,99.05
Missouri,23,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY NESOI,243.87,146.84,182.13,97.67
Missouri,24,382499,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY, NESOI",0,0,107.51,93.02
Missouri,25,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",186.25,68.27,102.06,90.74
Mississippi,0,0,World,10848.57,10504.7,10994.56,11808.27
Mississippi,0,25,Top 25,7088.25,6805.94,7022.81,8025.26
Mississippi,1,271019,PETROL OIL BITUM MINERA,2381.19,1903.25,2169.88,2279.15
Mississippi,2,320611,"PIGMNTS\PREPS CONT =>80% TITANIUM DIOXIDE, DRY WT",650.44,707.7,791.97,810.36
Mississippi,3,271012,"LT OILS, PREPS GT=70% PETRO",850.02,721.39,619.03,779.89
Mississippi,4,520100,"COTTON, NOT CARDED OR COMBED",296.34,280.35,471.7,646.3
Mississippi,5,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL CONIF",471.44,449.24,427.8,476.15
Mississippi,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI",171.84,256.99,255.46,424.98
Mississippi,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC",186.53,230.84,264.55,393.24
Mississippi,8,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,434.73,412.09,375.91,295.44
Mississippi,9,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MT",197.35,211.31,240.19,247.11
Mississippi,10,851762,MACH FOR RECP/CONVR/TRANS/R,25.17,71.76,212.74,215.77
Mississippi,11,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEROF,352.19,281.82,48.92,188.5
Mississippi,12,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",85.67,102.65,151.76,142.89
Mississippi,13,848120,VALVES F OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS,137.27,161.19,139.66,137.78
Mississippi,14,271311,"PETROLEUM COKE, NOT CALCINED",77.76,63.03,101.83,118.36
Mississippi,15,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR,NESO",49.23,62.71,76.62,94.47
Mississippi,16,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR SHEETS",104.5,64.91,94.53,93.78
Mississippi,17,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",96.21,178.13,122.28,90.6
Mississippi,18,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND PARTS",0.07,67.57,77.74,82.31
Mississippi,19,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACCESSOR",101.5,91.36,65.24,82.12
Mississippi,20,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",63.78,60.38,63.17,75.71
Mississippi,21,890520,"FLOATING OR SUBMERSIBLE DRILLING OR PRODCTN,PLTFRM",143,209.46,0,75
Mississippi,22,840820,COMPRESSION-IGNTN INT COMBUST,15.78,36.22,59.5,73.52
Mississippi,23,843149,PARTS AND ATTACHMENTS NESOI FOR DERRI,56.19,54.38,63.97,72.98
Mississippi,24,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",76.06,74.96,81.6,71.07
Mississippi,25,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",63.98,52.25,46.77,57.79
Montana,0,0,World,1404.09,1360.04,1616.01,1653.54
Montana,0,25,Top 25,891.88,947.36,1148.26,1233.59
Montana,1,240220,CIGARETTES CONTAINING TOBACCO,119.39,185.26,217.55,281.29
Montana,2,270119,"COAL NESOI, NOT AGGLOMERATED",123.55,19.18,151.15,155.02
Montana,3,282550,COPPER OXIDES AND HYDROXIDES,147.66,95.45,112.46,112.73
Montana,4,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",0,16.7,53.67,82.25
Montana,5,285000,HYDRIDS/NITRIDS/AZIDS/SILICI,67.61,62.01,67.04,66.19
Montana,6,280461,SILICON CONTAIN BY WT NT < 99.99% OF SILICON,38.93,38.43,30.28,49.73
Montana,7,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC IC,74.21,79.54,50.78,49.5
Montana,8,271012,"LT OILS, PREPS GT=70% PETRO",26.74,35.52,29.65,48.74
Montana,9,300290,HUMAN BLOOD; ANIMAL BLOOD PR,34.54,23.43,32.89,45.64
Montana,10,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT, ETC",14.56,16.07,28.02,36.28
Montana,11,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",0.36,6.34,43.92,36.03
Montana,12,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",19.56,96.37,27.18,34.27
Montana,13,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMACEUT",6.13,13,19.39,29.24
Montana,14,252620,"NATURAL STEATITE AND TALC, CRUSHED OR POWDERED",26.11,26.51,27.8,26.95
Montana,15,252329,PORTLAND CEMENT EXCEPT WHITE PORTLAND CEMENT,37.5,35.6,33.98,26.48
Montana,16,71340,"LENTILS, DRIED SHELLED, INCLUDING SEED",52.71,95.87,102.07,22.19
Montana,17,261390,MOLYBDENUM ORES AND CONCENTRATES NOT ROASTED,13.37,0.85,16.05,21.42
Montana,18,100590,"CORN (MAIZE), OTHER THAN SEED CORN",1.53,2.6,2.57,19.97
Montana,19,252210,QUICKLIME,16.09,12.61,13.71,15.39
Montana,20,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI,11.05,6.83,5.58,14.51
Montana,21,71310,"PEAS, DRIED SHELLED, INCLUDING SEED",40.01,40.83,21.35,13.16
Montana,22,100199,"WHEAT AND MESLIN, NESOI",12.23,13.51,8.63,12.98
Montana,23,285390,OTHER INORG CMPDS;LQ/CMPRSD AIR;AMALG EXC PREC MET,0,0,7.42,12.13
Montana,24,903290,"PTS, AUTOM REGULATING/CONTROLLING INST & APPRTS",3.74,4.09,8.52,10.79
Montana,25,71320,"CHICKPEAS (GARBANZOS), DRIED SHELLED, INCLUDE SEED",4.3,20.75,36.59,10.72
North Carolina,0,0,World,30201.79,30180.14,32622.5,32729.77
North Carolina,0,25,Top 25,7943.83,8710.8,12047.87,12138.45
North Carolina,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1265.64,1418.49,1542.85,1970.93
North Carolina,2,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI",960.93,1214.53,1158.72,1217.35
North Carolina,3,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE",0,0,1475.51,930.12
North Carolina,4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL CONIF",597.38,659.76,773.15,814.36
North Carolina,5,300212,ANTISERA AND OTHER BLOOD FRACTIONS,0,0,1068.57,610.6
North Carolina,6,240120,"TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED",712.31,689.07,619.09,579.53
North Carolina,7,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",524.43,993.66,522.88,572.87
North Carolina,8,930690,BOMB MINES OT AMMNTION,56.93,223.83,804.91,531.17
North Carolina,9,840820,COMPRESSION-IGNTN INT COMBUST,355.8,245.78,351.39,437.84
North Carolina,10,20329,"MEAT OF SWINE, NESOI, FROZEN",245.18,262.48,292.29,382.09
North Carolina,11,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COMPND,228.26,219.78,265.35,346.47
North Carolina,12,848340,GEARS; BALL OR ROLLER SC,55.6,28.27,194.82,331
North Carolina,13,847590,PARTS OF MACH FOR ASSMBL,227.34,276.92,272.28,327.71
North Carolina,14,520512,"COT YARN, 85% COT, NO RETAIL, OV 14NM NOT",386.67,329.93,341.38,322.9
North Carolina,15,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",316.63,229.51,221.6,300.7
North Carolina,16,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY SH FBR,286.63,258.96,241.23,297.58
North Carolina,17,300220,VACCINES FOR HUMAN MEDICINE,117.1,150.97,191.83,284.58
North Carolina,18,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CELL ETC,409.67,328.03,322.35,268.32
North Carolina,19,550953,YRN N SW TH SYN ST FB N RT SL PLY S F MIX M/S,273.56,222.34,222.51,256.31
North Carolina,20,750512,"BARS, RODS AND PROFILES OF NICKEL ALLOYS",135.7,138.51,172.18,246.46
North Carolina,21,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHICLES,119.43,157.69,212.59,237.36
North Carolina,22,900110,"OPTICAL FIBERS, OPTICAL FIBER BUNDLES AND CABLES E",210.17,240.24,254.99,236.53
North Carolina,23,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRSTRUC,127.89,73.76,146.51,226.85
North Carolina,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL NESO,213.7,179.05,221.9,208.5
North Carolina,25,210690,FOOD PREPARATIONS NESOI,116.91,169.23,156.98,200.31
North Dakota,0,0,World,4027.22,5291.55,5835.49,6778.34
North Dakota,0,25,Top 25,2827.54,4184.26,4882.52,5865.99
North Dakota,1,271012,"LT OILS, PREPS GT=70% PETRO",232.78,200.12,1131.62,2326.06
North Dakota,2,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINERALS,1352.19,2868.51,2275,1810.44
North Dakota,3,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",248.54,175.3,203.52,253.58
North Dakota,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",82.13,89.29,69.43,134.09
North Dakota,5,271113,"BUTANES, LIQUEFIED",62.27,43.77,68.19,129.1
North Dakota,6,870130,TRACK-LAYING TRACTORS,96.16,103.68,117.9,128.33
North Dakota,7,100199,"WHEAT AND MESLIN, NESOI",170.36,104.11,97.54,123.66
North Dakota,8,870195,"TRACTORS, EXCEEDING 130 KW",0,0,103.08,119.54
North Dakota,9,290110,"ACYCLIC HYDROCARBONS, SATURATED",67.82,60.98,87.31,101.12
North Dakota,10,220720,ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STRENGTH,69.66,108.84,115.58,90.99
North Dakota,11,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT PELLET",61.95,66.33,65.36,74.67
North Dakota,12,382600,BIODIESEL AND MIXES CONTAIN,58.34,69.99,72.09,68.34
North Dakota,13,120510,LOW ERUCIC ACID RAPE/COLZA SEEDS W/NOT BROKEN,44.88,42.73,40.29,65.68
North Dakota,14,120190,"SOYBEANS, NESOI",45.31,24.62,53.9,58.11
North Dakota,15,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRSTRUC,57.4,40.09,36.71,57.11
North Dakota,16,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE,",29.6,38.47,30.03,51.24
North Dakota,17,843239,"SEEDERS, PLANTERS AND TRANSPLANTERS, NESOI",0,0,52.77,43.97
North Dakota,18,271121,"NATURAL GAS, GASEOUS",30.68,12.65,93.57,42.38
North Dakota,19,853710,CONTROLS ETC W ELECT APPR,19.68,16.45,29.3,33.12
